id,t1_d_flt_count_365_0,t2_d_flt_rate_economy_365_0,t2_flt_rate_first_business_365_0,t2_d_avg_discount_rate_365_0,t2_d_flt_count_eco0my_365_0,t2_flt_rate_eco0my_365_0,t2_flt_count_first_business_365_0,t3_flt_count_national_day_1095_0,t3_flt_count_may_day_1095_0,t3_flt_count_new_year_1095_0,t3_flt_count_1095_0,t3_flt_count_730_0,t5_d_flt_count_first_business_365_0,t5_complaint_count_365_0,t5_pre_seat_count_365_0,t5_far_insur_delay_issus_count_730_0,ICN_t0_mbsh_lvl_cd,ICN_t4_gnd_cd,t0_hhed_idx,y
102803,6,1.0,0.0,0.500511447,6,1.0,0,0,1,0,14,14,0,0,0,0,1,1,0,0
100958,0,0.0,0.0,0.0,0,1.0,0,4,0,0,13,13,0,0,0,0,1,0,0,0
102339,19,1.0,0.0,0.686752781,19,1.0,0,3,0,0,31,27,0,0,0,0,1,0,0,0
103010,21,1.0,0.0,0.530327686,21,1.0,0,1,1,3,63,47,0,0,0,0,1,1,0,0
103663,6,1.0,0.0,0.456349206,6,1.0,0,0,0,0,10,10,0,0,0,0,1,1,0,0
102215,6,1.0,0.0,0.534169654,6,1.0,0,0,0,0,10,10,0,0,0,0,1,0,0,0
101374,9,1.0,0.0,0.435771489,9,1.0,0,1,0,0,21,21,0,0,0,0,1,1,0,0
101286,30,1.0,0.0,0.564586443,30,1.0,0,0,0,4,50,47,0,0,0,0,2,0,1,0
100349,29,1.0,0.0,0.640217594,29,1.0,0,0,0,4,77,71,0,0,0,0,2,0,1,1
101368,58,0.931034483,0.068965517,0.875926655,54,0.931034483,4,0,0,4,101,98,4,0,0,0,2,0,1,0
101869,13,1.0,0.0,0.514853992,13,1.0,0,0,0,0,26,25,0,0,0,0,1,1,0,0
100643,4,1.0,0.0,0.640776699,4,1.0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
101674,4,1.0,0.0,0.695092113,4,1.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
101731,4,1.0,0.0,0.3,4,1.0,0,0,0,0,14,14,0,0,0,0,1,1,0,0
100669,8,1.0,0.0,0.65776699,8,1.0,0,1,0,0,13,13,0,0,0,0,1,0,0,0
103326,8,1.0,0.0,0.694178628,8,1.0,0,4,0,0,14,14,0,0,0,0,1,1,0,0
101864,28,1.0,0.0,0.477413261,28,1.0,0,0,0,0,54,46,0,0,0,0,1,0,0,0
103424,6,1.0,0.0,0.387997372,6,1.0,0,0,0,0,12,12,0,0,0,0,1,1,0,0
101546,0,0.0,0.0,0.0,0,0.0,0,0,1,0,13,8,0,0,0,0,1,1,0,0
101179,10,1.0,0.0,0.501796647,10,1.0,0,0,1,0,12,10,0,0,0,0,1,0,0,0
102289,6,1.0,0.0,0.532515911,6,1.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
101572,5,1.0,0.0,1.0,5,1.0,0,0,0,0,9,9,0,0,0,0,1,1,0,0
102894,20,1.0,0.0,0.692594453,20,1.0,0,0,0,0,49,47,0,0,0,0,1,1,0,0
102500,4,1.0,0.0,0.531531532,4,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
102178,9,0.777777778,0.222222222,0.661705183,7,0.777777778,2,0,0,0,21,19,2,0,0,0,1,0,0,0
101357,7,1.0,0.0,0.337542886,7,1.0,0,2,0,0,18,15,0,0,0,0,1,1,0,0
100786,4,1.0,0.0,0.5360587,4,1.0,0,2,0,0,4,4,0,0,0,0,1,1,0,0
103290,4,1.0,0.0,0.77173913,4,1.0,0,0,0,0,30,28,0,0,0,0,1,0,0,0
100140,19,1.0,0.0,0.727190954,19,1.0,0,0,4,0,32,28,0,0,0,0,1,1,0,1
100788,8,1.0,0.0,0.617777395,8,1.0,0,2,1,0,40,32,0,0,0,0,1,1,0,0
100323,66,0.878787879,0.112676056,0.73185501,58,0.887323944,8,0,1,3,116,105,8,0,0,0,2,1,1,1
102791,0,0.0,0.0,0.0,0,1.0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
100714,4,1.0,0.0,0.59892378,4,1.0,0,0,0,0,7,7,0,0,0,0,1,1,0,0
102667,9,0.666666667,0.333333333,0.622090759,6,0.666666667,3,0,0,0,15,15,3,0,0,0,1,0,0,0
102179,4,1.0,0.0,0.635492516,4,1.0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
103387,8,1.0,0.0,0.433724832,8,1.0,0,2,0,0,17,16,0,0,0,0,1,1,0,0
102288,24,1.0,0.0,0.473712811,24,1.0,0,2,1,1,64,56,0,0,0,0,2,1,1,0
103089,14,1.0,0.0,0.58716707,14,1.0,0,4,0,0,34,30,0,0,0,0,1,1,0,0
102648,6,1.0,0.0,0.529469669,6,1.0,0,0,0,0,12,10,0,0,0,0,1,1,0,0
100618,7,1.0,0.0,0.192274634,7,1.0,0,0,1,0,18,18,0,0,0,0,1,0,0,0
100406,2,1.0,0.0,0.752688172,2,1.0,0,0,0,0,3,3,0,0,0,0,1,1,0,0
101744,3,1.0,0.0,0.465863454,3,1.0,0,0,0,0,9,9,0,0,0,0,1,0,0,0
101727,21,1.0,0.0,0.513845382,21,1.0,0,0,2,2,43,40,0,0,0,0,1,1,0,0
101967,4,1.0,0.0,0.538135593,4,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
103620,38,1.0,0.0,0.483701653,38,1.0,0,0,0,0,63,57,0,0,0,0,2,0,1,0
102222,8,1.0,0.0,0.616401469,8,1.0,0,0,0,4,20,18,0,0,0,0,1,0,0,0
100497,51,0.921568627,0.057971014,0.795042976,47,0.942028986,4,0,0,0,132,129,4,0,0,0,2,0,1,0
102069,17,1.0,0.0,0.527937217,17,1.0,0,0,0,0,31,31,0,0,0,0,2,1,1,0
100342,2,1.0,0.0,0.399328859,2,1.0,0,0,1,0,17,15,0,0,0,0,1,1,0,1
102377,25,1.0,0.0,0.880528829,25,1.0,0,0,1,2,62,58,0,0,0,0,2,0,1,0
102768,12,1.0,0.0,0.464141752,12,1.0,0,0,0,0,32,32,0,0,0,0,1,1,0,0
100782,4,1.0,0.0,0.808080808,4,1.0,0,0,0,0,6,6,0,0,0,0,1,0,0,0
101323,21,1.0,0.0,0.450658243,21,1.0,0,2,0,0,35,33,0,0,0,0,1,0,0,0
102461,24,0.916666667,0.083333333,0.417507801,22,0.916666667,2,0,2,2,30,30,2,0,0,0,1,1,0,0
102279,19,1.0,0.0,0.590238539,19,1.0,0,1,1,0,32,29,0,0,0,0,1,1,0,0
100303,0,0.0,0.0,0.0,0,0.0,0,2,0,0,5,4,0,0,0,0,1,1,0,1
102990,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,2,0,0,0,0,1,1,0,0
102732,28,1.0,0.0,0.360612165,28,1.0,0,4,1,4,62,57,0,0,0,0,1,0,0,0
100664,23,1.0,0.0,0.606017533,23,1.0,0,0,0,0,47,47,0,0,0,0,1,1,0,0
101177,1,1.0,0.0,0.817610063,1,1.0,0,0,0,0,13,11,0,0,0,0,1,1,0,0
101244,0,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5,0,0,0,0,1,0,0,0
103041,2,1.0,0.0,0.585585586,2,1.0,0,0,0,0,3,3,0,0,0,0,1,1,0,0
102292,2,1.0,0.0,0.641891892,2,1.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
102771,2,1.0,0.0,0.349206349,2,1.0,0,0,0,0,15,14,0,0,0,0,1,0,0,0
103388,11,1.0,0.0,0.58490566,11,1.0,0,0,0,0,20,20,0,0,0,0,1,1,0,0
103107,7,1.0,0.0,0.44968365,7,1.0,0,1,1,0,16,14,0,0,0,0,1,0,0,0
100084,38,1.0,0.0,0.740216631,38,1.0,0,0,0,1,97,89,0,0,0,0,2,1,1,1
102986,26,1.0,0.0,0.467604778,26,1.0,0,0,1,0,52,50,0,0,0,0,1,0,0,0
100941,4,1.0,0.0,0.484126984,4,1.0,0,0,0,0,7,6,0,0,0,0,1,1,0,0
100961,12,1.0,0.0,0.581048446,12,1.0,0,0,0,0,32,31,0,0,0,0,1,0,0,0
100841,13,1.0,0.0,0.43543956,13,1.0,0,0,0,0,20,19,0,0,0,0,1,1,0,0
103649,10,1.0,0.0,0.430953952,10,1.0,0,0,0,0,19,14,0,0,0,0,1,1,0,0
102897,11,1.0,0.0,0.597355617,11,1.0,0,0,0,0,14,14,0,0,0,0,1,1,0,0
101742,32,1.0,0.0,0.576643644,32,1.0,0,0,3,0,59,53,0,0,0,0,1,1,0,0
102614,4,1.0,0.0,1.0,4,1.0,0,0,0,0,5,4,0,0,0,0,1,1,0,0
101904,22,0.909090909,0.08,0.707528685,20,0.92,2,3,1,0,50,44,2,0,0,0,1,1,0,0
100290,1,1.0,0.0,0.841726619,1,1.0,0,2,1,1,26,23,0,0,0,0,1,0,0,1
102978,8,0.75,0.25,0.503816794,6,0.75,2,0,0,3,17,16,2,0,0,0,1,1,0,0
103206,8,1.0,0.0,0.804207758,8,1.0,0,0,0,0,14,14,0,0,0,0,1,0,0,0
101677,0,0.0,0.0,0.0,0,0.0,0,0,0,0,9,9,0,0,0,0,1,1,0,0
103071,3,1.0,0.0,0.428985507,3,1.0,0,0,0,0,9,7,0,0,0,0,1,1,0,0
103319,4,1.0,0.0,0.876106195,4,1.0,0,0,0,0,13,12,0,0,0,0,1,0,0,0
100604,10,1.0,0.0,0.820182232,10,1.0,0,0,0,0,19,19,0,0,0,0,1,1,0,0
102490,8,1.0,0.0,0.691829663,8,1.0,0,0,0,0,17,15,0,0,0,0,1,0,0,0
100916,30,0.933333333,0.09375,0.732298308,28,0.90625,3,0,3,2,73,64,2,0,0,0,1,1,0,0
101866,34,1.0,0.0,0.454778808,34,1.0,0,0,1,2,72,69,0,0,0,0,1,0,0,0
102245,4,1.0,0.0,0.575555556,4,1.0,0,0,0,0,18,15,0,0,0,0,2,1,1,0
101099,4,1.0,0.0,0.796774194,4,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
101088,0,0.0,0.0,0.0,0,1.0,0,0,2,0,4,4,0,0,0,0,1,0,0,0
103549,33,0.96969697,0.029411765,0.658327995,32,0.970588235,1,2,0,0,64,59,1,0,0,0,1,1,0,0
101940,24,0.916666667,0.08,0.495221905,22,0.92,2,2,4,0,54,50,2,0,0,0,1,1,0,0
100821,6,1.0,0.0,0.564031774,6,1.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
101924,2,1.0,0.0,0.531073446,2,1.0,0,0,3,0,13,10,0,0,0,0,1,1,0,0
103463,4,0.5,0.5,0.490291262,2,0.5,2,2,0,0,17,13,2,0,0,0,1,0,0,0
102966,4,1.0,0.0,0.343823326,4,1.0,0,0,0,0,8,8,0,0,0,0,1,0,0,0
103007,0,0.0,0.0,0.0,0,0.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
101302,4,1.0,0.0,0.6,4,1.0,0,0,0,0,5,5,0,0,0,0,1,1,0,0
101000,0,0.0,0.0,0.0,0,0.0,0,0,0,0,11,10,0,0,0,0,0,1,0,0
102019,81,1.0,0.0,0.715170844,81,1.0,0,2,0,4,136,128,0,0,0,0,3,1,1,0
103517,12,1.0,0.0,0.521776979,12,1.0,0,0,2,0,30,29,0,0,0,0,1,0,0,0
101477,4,1.0,0.0,0.524869867,4,1.0,0,0,0,0,5,5,0,0,0,0,1,0,0,0
100018,7,1.0,0.0,0.532551369,7,1.0,0,0,0,6,18,18,0,0,0,0,1,1,0,1
100493,4,1.0,0.0,0.790849673,4,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
101125,9,1.0,0.0,0.389403079,9,1.0,0,0,0,0,10,10,0,0,0,0,1,1,0,0
101404,8,1.0,0.0,0.881077606,8,1.0,0,0,0,0,13,13,0,0,0,0,1,1,0,0
102488,3,1.0,0.0,0.991412123,3,1.0,0,2,4,0,27,20,0,0,0,0,1,0,0,0
101825,0,0.0,0.0,0.0,0,0.0,0,0,0,0,6,4,0,0,0,0,1,1,0,0
102250,23,1.0,0.0,0.652220564,23,1.0,0,0,0,0,35,35,0,0,0,0,1,0,0,0
102227,8,1.0,0.0,0.69252803,8,1.0,0,0,0,0,15,15,0,0,0,0,1,0,0,0
101877,18,1.0,0.0,0.851449275,18,1.0,0,0,0,0,21,21,0,0,0,0,1,0,0,0
100584,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,4,0,0,0,0,0,1,0,0
102968,24,1.0,0.0,0.852556859,24,1.0,0,0,0,0,52,51,0,0,0,0,1,1,1,0
100687,43,0.906976744,0.088888889,0.72139847,39,0.911111111,4,0,0,4,106,102,4,0,0,0,3,1,1,0
102252,0,0.0,0.0,0.0,0,0.0,0,0,0,0,7,5,0,0,0,0,1,0,0,0
101653,4,1.0,0.0,0.877300613,4,1.0,0,0,0,0,8,6,0,0,0,0,1,0,0,0
102465,74,0.851351351,0.139240506,0.875675795,63,0.860759494,11,0,0,2,113,112,11,0,0,0,3,1,1,0
103349,12,1.0,0.0,0.59902524,12,1.0,0,0,0,2,38,34,0,0,0,0,1,1,0,0
101009,2,1.0,0.0,0.606451613,2,1.0,0,0,0,0,2,2,0,0,0,0,1,1,0,0
103348,8,1.0,0.0,0.471910112,8,1.0,0,0,4,0,15,12,0,0,0,0,1,1,0,0
100360,50,0.34,0.626865672,1.043146898,17,0.373134328,42,0,6,2,118,110,33,0,0,0,7,1,1,1
103268,2,1.0,0.0,0.628099174,2,1.0,0,0,0,0,6,6,0,0,0,0,1,1,0,0
103347,12,1.0,0.0,0.566899586,12,1.0,0,0,0,0,21,21,0,0,0,0,1,0,0,0
102351,31,1.0,0.0,0.465640789,31,1.0,0,0,2,0,52,44,0,0,0,0,1,0,0,0
101310,30,1.0,0.0,0.660468327,30,1.0,0,2,3,0,56,53,0,0,0,0,1,1,0,0
101814,21,1.0,0.0,0.800575264,21,1.0,0,0,1,0,55,46,0,0,0,0,1,1,0,0
101660,2,1.0,0.0,0.586956522,2,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
102992,0,0.0,0.0,0.0,0,0.0,0,0,0,0,9,7,0,0,0,0,1,1,0,0
103264,10,1.0,0.0,0.602409639,10,1.0,0,0,2,2,52,52,0,0,0,0,1,1,0,0
100344,2,1.0,0.0,0.0,2,1.0,0,0,2,1,20,19,0,0,0,0,1,1,0,1
100986,10,1.0,0.0,0.430375025,10,1.0,0,0,0,0,19,18,0,0,0,0,1,0,0,0
103235,4,1.0,0.0,0.488721805,4,1.0,0,0,1,0,24,22,0,0,0,0,1,0,0,0
100743,17,1.0,0.0,0.711249854,17,1.0,0,0,0,0,28,28,0,0,0,0,1,1,0,0
102651,4,1.0,0.0,0.796421846,4,1.0,0,0,0,0,9,9,0,0,0,0,1,1,0,0
103546,16,1.0,0.0,0.546774194,16,1.0,0,0,2,2,20,20,0,0,0,0,1,0,0,0
102921,16,1.0,0.0,0.596996462,16,1.0,0,0,0,0,16,16,0,0,0,0,1,0,0,0
100113,24,1.0,0.0,0.483280062,24,1.0,0,0,2,1,93,79,0,0,0,0,3,1,1,1
101437,14,1.0,0.0,0.526383526,14,1.0,0,0,2,0,17,17,0,0,0,0,1,1,0,0
103357,2,1.0,0.0,0.390728477,2,1.0,0,0,0,0,15,14,0,0,0,0,1,0,0,0
101241,47,0.978723404,0.021276596,0.582168277,46,0.978723404,1,0,0,6,62,58,1,0,0,0,1,1,0,0
101142,4,0.5,0.090909091,0.775,2,0.909090909,2,0,0,0,30,30,2,0,0,0,1,1,0,0
102952,4,1.0,0.0,0.674628171,4,1.0,0,0,0,0,9,9,0,0,0,0,1,0,0,0
101216,2,1.0,0.0,0.470873786,2,1.0,0,0,0,0,5,5,0,0,0,0,1,1,0,0
101198,0,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5,0,0,0,0,1,0,0,0
100085,16,1.0,0.0,0.655505898,16,1.0,0,0,0,0,38,34,0,0,0,0,1,1,0,1
101912,5,1.0,0.0,0.462251656,5,1.0,0,0,0,0,12,10,0,0,0,0,1,0,0,0
102522,7,1.0,0.0,0.702570195,7,1.0,0,0,0,0,11,11,0,0,0,0,1,1,0,0
101381,0,0.0,0.0,0.0,0,1.0,0,0,0,0,25,25,0,0,0,0,1,1,0,0
101798,2,1.0,0.0,0.5,2,1.0,0,0,0,0,8,8,0,0,0,0,1,1,0,0
100668,26,1.0,0.0,0.752157733,26,1.0,0,2,1,3,70,65,0,0,0,0,1,1,0,0
101014,11,1.0,0.0,0.575743788,11,1.0,0,0,2,0,23,21,0,0,0,0,1,0,0,0
100128,6,1.0,0.0,0.489855072,6,1.0,0,0,0,0,13,11,0,0,0,0,1,0,0,1
101364,16,1.0,0.0,0.472215961,16,1.0,0,0,0,0,30,30,0,0,0,0,1,0,0,0
102893,3,1.0,0.0,0.334220284,3,1.0,0,2,0,0,10,10,0,0,0,0,1,0,0,0
102002,8,1.0,0.0,0.74312987,8,1.0,0,2,0,0,18,18,0,0,0,0,1,1,0,0
100891,11,0.454545455,0.272727273,0.979587213,5,0.727272727,6,3,1,2,52,49,6,0,0,0,1,0,0,0
103607,18,1.0,0.0,0.637488429,18,1.0,0,4,0,0,41,40,0,0,0,0,1,1,0,0
101359,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
100307,111,0.747747748,0.210526316,0.912676246,83,0.789473684,28,0,0,0,222,222,28,0,5,0,7,1,1,1
100383,17,1.0,0.0,0.532388965,17,1.0,0,0,2,0,55,45,0,0,0,0,1,1,0,0
100150,9,0.555555556,0.444444444,0.888275047,5,0.555555556,4,0,2,0,22,19,4,0,0,0,1,1,0,1
101317,27,1.0,0.0,0.596025412,27,1.0,0,4,0,0,27,27,0,0,0,0,1,1,0,0
101451,14,1.0,0.0,0.547559248,14,1.0,0,1,0,6,27,27,0,0,0,0,1,1,0,0
101703,6,1.0,0.0,0.573913043,6,1.0,0,0,0,0,15,15,0,0,0,0,1,0,0,0
102933,22,1.0,0.0,0.682866899,22,1.0,0,0,0,0,38,35,0,0,0,0,1,1,0,0
100426,9,1.0,0.0,0.783017467,9,1.0,0,2,0,0,15,14,0,0,0,0,1,0,0,0
100494,2,1.0,0.0,0.747747748,2,1.0,0,0,0,0,9,9,0,0,0,0,1,0,0,0
101207,2,1.0,0.0,0.612903226,2,1.0,0,0,0,0,7,6,0,0,0,0,1,0,0,0
102646,8,1.0,0.0,0.838383838,8,1.0,0,0,0,0,8,8,0,0,0,0,1,1,0,0
102272,26,1.0,0.0,0.247863248,26,1.0,0,0,2,0,46,46,0,0,0,0,1,1,0,0
101208,2,1.0,0.0,0.663461538,2,1.0,0,0,1,0,3,3,0,0,0,0,1,0,0,0
102794,11,1.0,0.0,0.668131727,11,1.0,0,0,2,0,30,30,0,0,0,0,1,0,0,0
102981,8,1.0,0.0,0.803452245,8,1.0,0,0,4,0,20,20,0,0,0,0,1,1,0,0
102688,135,0.955555556,0.041666667,0.677788864,129,0.958333333,6,1,5,2,249,237,6,0,0,0,7,1,1,0
101670,12,1.0,0.0,0.63670412,12,1.0,0,2,0,0,13,13,0,0,0,0,1,1,0,0
101239,12,0.833333333,0.142857143,0.518148148,10,0.857142857,2,0,0,0,21,20,2,0,0,0,1,1,0,0
101882,0,0.0,0.0,0.0,0,0.0,0,0,0,2,22,21,0,0,0,0,1,1,0,0
102202,38,1.0,0.0,0.833724121,38,1.0,0,1,0,2,64,57,0,0,0,0,2,1,1,0
100275,17,0.882352941,0.117647059,0.868653364,15,0.882352941,2,4,2,0,35,31,2,0,0,0,1,0,0,1
100489,0,0.0,0.0,0.0,0,0.0,0,0,0,0,20,20,0,0,0,0,1,1,0,0
101822,19,1.0,0.0,0.473409266,19,1.0,0,0,0,0,53,51,0,0,0,0,1,1,0,0
101229,4,1.0,0.0,0.75147929,4,1.0,0,0,2,0,13,12,0,0,0,0,1,1,0,0
100690,54,1.0,0.0,0.504416724,54,1.0,0,3,1,0,98,86,0,0,0,0,1,1,0,0
101988,8,1.0,0.0,0.559870088,8,1.0,0,0,0,0,15,13,0,0,0,0,1,1,0,0
103273,46,0.913043478,0.098039216,0.855658711,42,0.901960784,5,2,4,4,124,113,4,0,0,0,3,1,1,0
101728,2,0.0,1.0,2.0,0,0.0,2,0,0,0,8,8,2,0,0,0,1,1,0,0
101795,0,0.0,0.0,0.0,0,0.0,0,0,0,0,8,8,0,0,0,0,1,1,0,0
102696,0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,2,0,0,0,0,1,0,0,0
102542,4,1.0,0.0,0.61407767,4,1.0,0,0,0,0,4,4,0,0,0,0,1,0,0,0
101058,2,1.0,0.0,0.688888889,2,1.0,0,0,0,0,2,2,0,0,0,0,1,1,0,0
100118,0,0.0,0.0,0.0,0,0.0,0,0,0,0,4,4,0,0,0,0,1,1,0,1
101024,5,1.0,0.0,0.465135865,5,1.0,0,0,0,0,12,12,0,0,0,0,1,1,0,0
102014,40,1.0,0.0,0.605008418,40,1.0,0,0,4,2,50,50,0,0,0,0,1,1,0,0
100281,11,0.545454545,0.217391304,0.425062048,6,0.782608696,5,1,0,0,59,58,5,0,0,0,1,0,0,1
102846,54,0.814814815,0.177419355,0.684272416,44,0.822580645,11,1,0,11,113,105,10,0,0,0,2,1,1,0
101316,13,1.0,0.0,0.635111663,13,1.0,0,0,0,2,15,15,0,0,0,0,1,1,0,0
102845,27,1.0,0.0,0.722316473,27,1.0,0,0,0,1,74,67,0,0,0,0,2,1,1,0
100968,14,1.0,0.0,0.490783962,14,1.0,0,0,0,0,32,29,0,0,0,0,1,0,0,0
101665,17,1.0,0.0,0.736702598,17,1.0,0,0,3,0,36,32,0,0,0,0,1,1,0,0
101732,3,1.0,0.0,0.264705882,3,1.0,0,0,0,0,10,10,0,0,0,0,1,0,0,0
101780,8,1.0,0.0,0.553540848,8,1.0,0,0,1,0,20,18,0,0,0,0,1,1,0,0
102281,26,1.0,0.0,0.565090674,26,1.0,0,2,0,0,42,42,0,0,0,0,1,0,0,0
100619,48,1.0,0.0,0.705822781,48,1.0,0,2,5,5,79,75,0,0,0,0,1,1,0,0
103006,12,1.0,0.0,0.667500476,12,1.0,0,0,0,0,12,12,0,0,0,0,1,0,0,0
100155,6,0.0,0.555555556,0.864864865,0,0.444444444,10,3,0,0,32,29,6,0,0,0,1,1,0,1
103576,8,1.0,0.0,0.734132357,8,1.0,0,0,0,0,8,8,0,0,0,0,1,1,0,0
101655,76,1.0,0.0,0.546270436,76,1.0,0,0,2,5,142,136,0,0,0,0,2,1,1,0
102423,0,0.0,0.0,0.0,0,0.0,0,0,4,0,6,6,0,0,0,0,1,1,0,0
100304,16,0.625,0.388888889,0.765188293,10,0.611111111,7,0,0,0,22,22,6,0,0,0,1,0,0,1
102381,0,0.0,0.0,0.0,0,0.0,0,0,3,0,9,8,0,0,0,0,1,1,0,0
103553,0,0.0,0.0,0.0,0,0.0,0,0,0,0,3,2,0,0,0,0,1,0,0,0
102615,6,1.0,0.0,0.300962075,6,1.0,0,2,5,0,11,11,0,0,0,0,1,0,0,0
103666,9,1.0,0.0,0.848169398,9,1.0,0,4,0,0,13,11,0,0,0,0,1,1,0,0
103310,19,1.0,0.0,0.544627958,19,1.0,0,0,2,0,45,41,0,0,0,0,1,0,0,0
101307,4,1.0,0.0,0.319444444,4,1.0,0,0,0,0,52,48,0,0,0,0,2,1,1,0
102567,4,1.0,0.0,0.734899329,4,1.0,0,0,2,0,6,6,0,0,0,0,1,1,0,0
100575,2,1.0,0.0,0.630630631,2,1.0,0,0,0,0,2,2,0,0,0,0,1,1,0,0
102741,14,1.0,0.0,0.823062106,14,1.0,0,0,0,1,39,30,0,0,0,0,1,1,0,0
103139,9,1.0,0.0,0.603703704,9,1.0,0,2,0,0,23,21,0,0,0,0,1,0,0,0
103203,0,0.0,0.0,0.0,0,0.0,0,0,0,0,5,4,0,0,0,0,1,1,0,0
101299,6,1.0,0.0,0.585858586,6,1.0,0,0,0,0,14,12,0,0,0,0,1,0,0,0
100132,0,0.0,0.0,0.0,0,0.0,0,0,0,0,2,0,0,0,0,0,1,1,0,1
103096,2,1.0,0.0,0.609375,2,1.0,0,0,0,0,3,2,0,0,0,0,1,1,0,0
102937,0,0.0,0.0,0.0,0,1.0,0,0,0,0,29,27,0,0,0,0,1,0,0,0
101783,5,1.0,0.0,0.667768595,5,1.0,0,0,0,1,8,6,0,0,0,0,1,1,0,0
100843,6,1.0,0.0,0.879063846,6,1.0,0,0,0,0,7,7,0,0,0,0,1,1,0,0
101962,11,0.909090909,0.071428571,0.48914295,10,0.928571429,1,0,0,0,25,23,1,0,0,0,1,1,0,0
102350,0,0.0,0.0,0.0,0,0.0,0,0,0,0,6,4,0,0,0,0,1,1,0,0
100269,0,0.0,0.0,0.0,0,0.0,0,0,0,0,8,2,0,0,0,0,1,1,0,1
100629,54,1.0,0.0,1.0,54,1.0,0,2,4,4,122,114,0,0,0,0,2,1,1,0
101033,39,1.0,0.192307692,0.480249793,39,0.807692308,10,0,1,4,77,74,0,0,0,0,3,1,1,0
102711,16,1.0,0.0,0.527922265,16,1.0,0,2,0,0,30,26,0,0,0,0,1,1,0,0
100286,2,1.0,0.0,1.0,2,1.0,0,0,0,0,10,10,0,0,0,0,1,1,0,1
101326,20,1.0,0.0,0.912612613,20,1.0,0,0,0,0,42,37,0,0,0,0,1,0,0,0
102903,6,1.0,0.0,0.703200239,6,1.0,0,0,0,0,12,11,0,0,0,0,1,0,0,0
100300,14,0.857142857,0.133333333,0.425094066,12,0.866666667,2,1,0,2,41,38,2,0,0,0,1,1,0,1
102045,2,1.0,0.0,1.0,2,1.0,0,0,0,0,2,2,0,0,0,0,1,0,0,0
102571,4,1.0,0.0,0.460637481,4,1.0,0,0,0,0,5,5,0,0,0,0,1,1,0,0
101447,31,1.0,0.0,0.529295626,31,1.0,0,3,2,6,66,61,0,0,0,0,1,0,0,0
101472,17,1.0,0.0,0.83103116,17,1.0,0,0,0,0,31,27,0,0,0,0,1,0,0,0
102601,5,1.0,0.0,0.603773585,5,1.0,0,0,0,2,9,9,0,0,0,0,1,1,0,0
102270,17,1.0,0.0,0.619953251,17,1.0,0,0,0,2,27,27,0,0,0,0,1,1,0,0
101992,24,1.0,0.0,0.554253651,24,1.0,0,0,0,3,55,55,0,0,0,0,1,1,0,0
100065,22,0.818181818,0.111111111,0.546230894,18,0.888888889,4,0,5,3,99,88,4,0,0,0,3,1,1,1
102712,19,1.0,0.0,0.545128518,19,1.0,0,0,0,2,26,24,0,0,0,0,1,0,0,0
100890,26,1.0,0.0,0.386487406,26,1.0,0,0,1,1,62,54,0,0,0,0,1,1,0,0
102898,4,1.0,0.0,1.0,4,1.0,0,0,0,0,10,10,0,0,0,0,1,0,0,0
103426,8,1.0,0.0,0.877717391,8,1.0,0,0,0,0,8,8,0,0,0,0,1,1,0,0
102310,2,1.0,0.0,0.0,2,1.0,0,0,2,1,20,19,0,0,0,0,1,1,0,0
101839,0,0.0,0.0,0.0,0,0.0,0,0,0,0,5,5,0,0,0,0,1,1,0,0
100230,18,1.0,0.0,0.690346593,18,1.0,0,0,0,2,73,57,0,0,0,0,1,1,0,1
100503,20,1.0,0.0,0.549402724,20,1.0,0,2,2,0,50,48,0,0,0,0,1,1,0,0
101826,2,1.0,0.0,0.711711712,2,1.0,0,0,0,2,2,2,0,0,0,0,1,1,0,0
103228,2,1.0,0.0,0.637426901,2,1.0,0,0,0,0,4,4,0,0,0,0,1,1,0,0
102177,11,1.0,0.0,0.569868687,11,1.0,0,0,0,0,11,11,0,0,0,0,1,1,0,0
101525,29,0.655172414,0.344827586,0.854138623,19,0.655172414,10,2,2,0,59,57,10,0,0,0,2,1,1,0
102419,2,1.0,0.0,0.214765101,2,1.0,0,0,0,0,8,6,0,0,0,0,1,0,0,0
